Reference,Document Number,Posting Date,Amount in local currency,Funds Center,G/L Account,Text,Document Header Text
0000004160,110000018.0,2025-01-09,1400.0,10130007.0,A73101,"*Req.from  12.01.25 To  17.01.25 to   Kuching, Sib",TR0000065317
0000004159,110000019.0,2025-01-09,1200.0,10130007.0,A73101,"*Req.from  12.01.25 To  17.01.25 to   Kuching, Sib",TR0000065319
0002000011,110000020.0,2025-01-09,1200.0,10130007.0,A73101,"*Req.from  12.01.25 To  17.01.25 to   Kuching, Sib",TR0000065321
0002000025,110000026.0,2025-01-10,500.0,10130001.0,A73101,*Req.from  20.01.25 To  23.01.25 to   CIDB Cawanga,TR0000065423
0000001406,110000027.0,2025-01-10,500.0,10150009.0,A73101,"*Req.from  13.01.25 To  17.01.25 to   ABM Utara, K",TR0000065426
0000001415,110000028.0,2025-01-10,280.0,10150010.0,A73101,*Req.from  13.01.25 To  14.01.25 to   Pej. CIDB Ta,TR0000065428
0005000107,110000030.0,2025-01-12,550.0,10200011.0,A73101,"*Req.from  20.01.25 To  23.01.25 to   Bentong, Pah",TR0000065434
0005000060,110000031.0,2025-01-12,600.0,10200011.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Bentong & Ge,TR0000065436
0005000123,110000036.0,2025-01-13,180.0,10200009.0,A73101,*Req.from  19.01.25 To  20.01.25 to   KUALA LUMPUR,TR0000065518
0005000129,110000037.0,2025-01-13,150.0,10200009.0,A73101,*Req.from  19.01.25 To  20.01.25 to   KUALA LUMPUR,TR0000065520
0005000130,110000038.0,2025-01-13,220.0,10200010.0,A73101,*Req.from  16.01.25 To  17.01.25 to   Genting Perm,TR0000065522
0005000112,110000042.0,2025-01-13,400.0,10200023.0,A73101,*Req.from  20.01.25 To  23.01.25 to   BINTULU,TR0000065526
0005000153,110000048.0,2025-01-14,400.0,10200010.0,A73101,*Req.from  20.01.25 To  23.01.25 to   GENTING HIGH,TR0000065534
0005000158,110000049.0,2025-01-14,600.0,10200010.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Bentong,TR0000065534
0005000125,110000050.0,2025-01-14,400.0,10200010.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Daerah Bento,TR0000065534
0005000133,110000051.0,2025-01-14,500.0,10200010.0,A73101,*Req.from  20.01.25 To  23.01.25 to   BENTONG DAN,TR0000065534
0005000127,110000052.0,2025-01-14,600.0,10200010.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Bentong,TR0000065534
0005000122,110000053.0,2025-01-14,594.0,10200010.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Bentong dan,TR0000065534
0005000166,110000056.0,2025-01-14,600.0,10200005.0,A73101,*Req.from  20.01.25 To  23.01.25 to   DAERAH BENTO,TR0000065538
0005000161,110000057.0,2025-01-14,600.0,10200005.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Daerah Bento,TR0000065540
0005000175,110000058.0,2025-01-14,650.0,10200005.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Pahang,TR0000065544
0005000184,110000061.0,2025-01-15,600.0,10200006.0,A73101,"*Req.from  20.01.25 To  23.01.25 to   Genting, Pah",TR0000065550
0005000176,110000062.0,2025-01-15,480.0,10200006.0,A73101,"*Req.from  20.01.25 To  23.01.25 to   Bentong, Pah",TR0000065552
0005000177,110000063.0,2025-01-15,600.0,10200006.0,A73101,*Req.from  20.01.25 To  23.01.25 to   BENTONG PAHA,TR0000065554
0005000203,110000066.0,2025-01-15,600.0,10200006.0,A73101,"*Req.from  20.01.25 To  23.01.25 to   GENTING, PAH",TR0000065556
0005000208,110000070.0,2025-01-16,550.0,10200020.0,A73101,*Req.from  20.01.25 To  23.01.25 to   BINTULU,TR0000065574
0005000216,110000082.0,2025-01-17,400.0,10200001.0,A73101,*Req.from  21.01.25 To  24.01.25 to   Pulau Pinang,TR0000065623
0006000013,110000089.0,2025-01-20,500.0,10120002.0,A73101,*Req.from  21.01.25 To  23.01.25 to   cidb kota ki,TR0000065625
0002000030,110000090.0,2025-01-20,500.0,10130001.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Genting High,TR0000065627
0005000129,110000099.0,2025-01-21,-150.0,10200009.0,A73101,*Trip from 19.01.25 To  20.01.25 to   KUALA LUMPUR,TR0000065656
0002000036,110000100.0,2025-01-21,500.0,10130001.0,A73101,*Req.from  20.01.25 To  23.01.25 to   Genting High,TR0000065658
0002000035,110000101.0,2025-01-21,400.0,10130001.0,A73101,*Req.from  20.01.25 To  23.01.25 to   GENTING HIGH,TR0000065660
0005000123,110000108.0,2025-01-20,-180.0,10200009.0,A73101,*Trip from 19.01.25 To  20.01.25 to   KUALA LUMPUR,TR0000065668
0000001415,110000113.0,2025-01-21,-280.0,10150010.0,A73101,*Trip from 13.01.25 To  14.01.25 to   Pej. CIDB Ta,TR0000065686
0000004159,110000128.0,2025-01-22,-1200.0,10130007.0,A73101,"*Trip from 12.01.25 To  17.01.25 to   Kuching, Sib",TR0000065696
0000004160,110000136.0,2025-01-23,-1400.0,10130007.0,A73101,"*Trip from 12.01.25 To  17.01.25 to   Kuching, Sib",TR0000065706
0000001406,110000137.0,2025-01-23,-500.0,10150009.0,A73101,"*Trip from 13.01.25 To  17.01.25 to   ABM Utara, K",TR0000065708
0005000335,110000196.0,2025-01-28,1300.0,10200007.0,A73101,"*Req.from  02.02.25 To  08.02.25 to   AC HOTEL, PE",TR0000065799
0005000161,110000241.0,2025-02-03,-600.0,10200005.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Daerah Bento,TR0000065844
0005000166,110000242.0,2025-02-03,-600.0,10200005.0,A73101,*Trip from 20.01.25 To  23.01.25 to   DAERAH BENTO,TR0000065846
0005000107,110000284.0,2025-02-04,-550.0,10200011.0,A73101,"*Trip from 20.01.25 To  23.01.25 to   Bentong, Pah",TR0000065870
0005000060,110000288.0,2025-02-04,-600.0,10200011.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Bentong & Ge,TR0000065872
0006000031,110000295.0,2025-02-04,400.0,10120002.0,A73101,*Req.from  04.02.25 To  06.02.25 to   CIDB TERENGG,TR0000065874
0006000032,110000296.0,2025-02-04,500.0,10120002.0,A73101,*Req.from  10.02.25 To  12.02.25 to   CIDB KUCHING,TR0000065874
0001000029,110000297.0,2025-02-04,850.0,10110004.0,A73101,*Req.from  16.02.25 To  19.02.25 to   CIDB Swk & A,TR0000065876
0005000306,110000298.0,2025-02-04,513.0,10160003.0,A73101,*Req.from  05.02.25 To  07.02.25 to   CIDB Kuching,TR0000065878
0005000296,110000299.0,2025-02-04,567.0,10160003.0,A73101,*Req.from  05.02.25 To  07.02.25 to   KUCHING SARA,TR0000065880
0005000177,110000307.0,2025-02-04,-600.0,10200006.0,A73101,*Trip from 20.01.25 To  23.01.25 to   BENTONG PAHA,TR0000065889
0005000203,110000313.0,2025-02-04,-600.0,10200006.0,A73101,"*Trip from 20.01.25 To  23.01.25 to   GENTING, PAH",TR0000065891
0005000184,110000314.0,2025-02-04,-600.0,10200006.0,A73101,"*Trip from 20.01.25 To  23.01.25 to   Genting, Pah",TR0000065893
0006000013,110000321.0,2025-02-04,-500.0,10120002.0,A73101,*Trip from 21.01.25 To  23.01.25 to   cidb kota ki,TR0000065901
0002000025,110000323.0,2025-02-04,-500.0,10130001.0,A73101,*Trip from 20.01.25 To  23.01.25 to   CIDB Cawanga,TR0000065905
0005000216,110000332.0,2025-02-05,-400.0,10200001.0,A73101,*Trip from 21.01.25 To  24.01.25 to   Pulau Pinang,TR0000065917
0005000329,110000342.0,2025-02-05,750.0,10200030.0,A73101,*Req.from  10.02.25 To  14.02.25 to   W.P Labuan,TR0000065919
0005000334,110000348.0,2025-02-05,900.0,10200030.0,A73101,*Req.from  10.02.25 To  14.02.25 to   WILAYAH PERS,TR0000065925
0005000392,110000358.0,2025-02-05,400.0,10200020.0,A73101,*Req.from  10.02.25 To  13.02.25 to   Bau dan Punc,TR0000065939
0002000030,110000359.0,2025-02-05,-500.0,10130001.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Genting High,TR0000065941
0002000036,110000360.0,2025-02-05,-500.0,10130001.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Genting High,TR0000065943
0002000035,110000362.0,2025-02-05,-400.0,10130001.0,A73101,*Trip from 20.01.25 To  23.01.25 to   GENTING HIGH,TR0000065947
0005000158,110000368.0,2025-02-06,-600.0,10200010.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Bentong,TR0000065958
0005000125,110000369.0,2025-02-06,-400.0,10200010.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Daerah Bento,TR0000065958
0005000133,110000370.0,2025-02-06,-500.0,10200010.0,A73101,*Trip from 20.01.25 To  23.01.25 to   BENTONG DAN,TR0000065958
0005000127,110000371.0,2025-02-06,-600.0,10200010.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Bentong paha,TR0000065958
0005000122,110000373.0,2025-02-06,-594.0,10200010.0,A73101,*Trip from 20.01.25 To  23.01.25 to   BENTONG PAHA,TR0000065958
0005000153,110000378.0,2025-02-06,-400.0,10200010.0,A73101,*Trip from 20.01.25 To  23.01.25 to   GENTING HIGH,TR0000065964
0005000130,110000379.0,2025-02-06,-220.0,10200010.0,A73101,*Trip from 16.01.25 To  17.01.25 to   Genting Perm,TR0000065964
0001000031,110000402.0,2025-02-06,1000.0,10110001.0,A73101,"*Req.from  10.02.25 To  14.02.25 to   Kuching, Sar",TR0000065973
0005000403,110000410.0,2025-02-07,400.0,10200020.0,A73101,*Req.from  10.02.25 To  13.02.25 to   Kuching,TR0000065975
0005000112,110000417.0,2025-02-07,-400.0,10200023.0,A73101,*Trip from 20.01.25 To  23.01.25 to   BINTULU,TR0000065979
0005000395,110000423.0,2025-02-07,400.0,10200020.0,A73101,*Req.from  10.02.25 To  13.02.25 to   KUCHING,TR0000065985
0005000431,110000436.0,2025-02-07,400.0,10200020.0,A73101,"*Req.from  18.02.25 To  20.02.25 to   Kuching, Sar",TR0000065999
0005000425,110000437.0,2025-02-07,450.0,10200020.0,A73101,*Req.from  18.02.25 To  20.02.25 to   SERIAN/SAMAR,TR0000066001
0005000435,110000438.0,2025-02-07,400.0,10200020.0,A73101,*Req.from  18.02.25 To  20.02.25 to   KOTA SAMARAH,TR0000066003
0005000424,110000441.0,2025-02-07,400.0,10200020.0,A73101,*Req.from  18.02.25 To  20.02.25 to   SERIAN/SAMAR,TR0000066005
0005000454,110000443.0,2025-02-10,400.0,10200020.0,A73101,"*Req.from  18.02.25 To  20.02.25 to   SAMARAHAN, S",TR0000066011
0005000422,110000444.0,2025-02-10,640.0,10200006.0,A73101,*Req.from  17.02.25 To  21.02.25 to   CIDB NEGERI,TR0000066013
0005000436,110000448.0,2025-02-10,170.0,10200004.0,A73101,*Req.from  12.02.25 To  14.02.25 to   Teluk Intan.,TR0000066021
0005000467,110000469.0,2025-02-12,600.0,10200002.0,A73101,*Req.from  17.02.25 To  20.02.25 to   CIDB Negeri,TR0000066057
0005000421,110000470.0,2025-02-12,800.0,10200006.0,A73101,*Req.from  17.02.25 To  21.02.25 to   CIDB NEGERI,TR0000066059
0005000486,110000479.0,2025-02-12,400.0,10200001.0,A73101,*Req.from  18.02.25 To  20.02.25 to   PERAK,TR0000066075
0005000457,110000481.0,2025-02-12,600.0,10200002.0,A73101,*Req.from  17.02.25 To  20.02.25 to   CIDB Negeri,TR0000066079
0005000493,110000482.0,2025-02-12,400.0,10200001.0,A73101,*Req.from  17.02.25 To  19.02.25 to   DAERAH KULIM,TR0000066085
0005000413,110000483.0,2025-02-12,720.0,10200003.0,A73101,*Req.from  17.02.25 To  21.02.25 to   CIDB PERAK,TR0000066084
0005000399,110000484.0,2025-02-12,720.0,10200003.0,A73101,*Req.from  17.02.25 To  21.02.25 to   CIDB NEGERI,TR0000066087
0002000057,110000512.0,2025-02-12,750.0,10130003.0,A73101,*Req.from  25.02.25 To  28.02.25 to   CIDB Negeri,TR0000066119
0002000061,110000513.0,2025-02-12,769.0,10130003.0,A73101,*Req.from  25.02.25 To  28.02.25 to   CIDB Negeri,TR0000066121
0002000062,110000514.0,2025-02-12,850.0,10130003.0,A73101,*Req.from  25.02.25 To  28.02.25 to   CIDB NEGERI,TR0000066123
0005000497,110000517.0,2025-02-13,400.0,10200001.0,A73101,*Req.from  18.02.25 To  20.02.25 to   Perak,TR0000066127
0005000556,110000529.0,2025-02-13,500.0,10200010.0,A73101,"*Req.from  17.02.25 To  21.02.25 to   Kota Bahru,",TR0000066150
0005000557,110000530.0,2025-02-13,500.0,10200010.0,A73101,*Req.from  17.02.25 To  21.02.25 to   KELANTAN,TR0000066150
0005000176,110000533.0,2025-02-13,-480.0,10200006.0,A73101,"*Trip from 20.01.25 To  23.01.25 to   Bentong, Pah",TR0000066156
0005000498,110000537.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066164
0005000514,110000538.0,2025-02-13,190.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066166
0005000512,110000539.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066168
0005000518,110000540.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066170
0005000511,110000541.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066172
0005000519,110000542.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066174
0005000523,110000543.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066176
0005000533,110000544.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066178
0005000535,110000545.0,2025-02-13,190.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066180
0005000537,110000546.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   Lembah Klang,TR0000066182
0005000500,110000547.0,2025-02-13,190.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066184
0005000546,110000548.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066186
0005000561,110000549.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066188
0005000563,110000550.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066190
0005000552,110000551.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066192
0005000577,110000552.0,2025-02-13,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066194
0005000586,110000554.0,2025-02-14,800.0,10200004.0,A73101,*Req.from  17.02.25 To  28.02.25 to   SEKITAR NEGE,TR0000066196
0005000494,110000559.0,2025-02-14,500.0,10200021.0,A73101,*Req.from  18.02.25 To  21.02.25 to   KUCHING,TR0000066200
0005000473,110000560.0,2025-02-14,500.0,10200021.0,A73101,*Req.from  18.02.25 To  21.02.25 to   Kuching,TR0000066202
0005000594,110000568.0,2025-02-14,200.0,10200005.0,A73101,*Req.from  17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066212
0002000097,110000573.0,2025-02-17,300.0,10200009.0,A73101,*Req.from  18.02.25 To  20.02.25 to   CIDB HQ,TR0000066214
0002000070,110000591.0,2025-02-17,477.0,10130001.0,A73101,*Req.from  17.02.25 To  19.02.25 to   Terengganu,TR0000066256
0002000071,110000592.0,2025-02-18,540.0,10130001.0,A73101,*Req.from  17.02.25 To  19.02.25 to   KEMAMAN,TR0000066254
0002000075,110000593.0,2025-02-18,400.0,10130007.0,A73101,"*Req.from  19.02.25 To  21.02.25 to   Kota Bahru,",TR0000066252
0002000059,110000594.0,2025-02-17,300.0,10130003.0,A73101,"*Req.from  17.02.25 To  19.02.25 to   ALOR SETAR,",TR0000066258
0008000028,110000595.0,2025-02-17,400.0,10150009.0,A73101,*Req.from  17.02.25 To  19.02.25 to   CIDB NEGERI,TR0000066260
0008000018,110000596.0,2025-02-17,400.0,10150010.0,A73101,"*Req.from  17.02.25 To  19.02.25 to   Kulim, Kedah",TR0000066262
0005000306,110000601.0,2025-02-17,-513.0,10160003.0,A73101,*Trip from 05.02.25 To  07.02.25 to   CIDB Kuching,TR0000066269
0005000296,110000602.0,2025-02-17,-567.0,10160003.0,A73101,*Trip from 05.02.25 To  07.02.25 to   KUCHING SARA,TR0000066271
0002000165,110000705.0,2025-02-18,720.0,10200010.0,A73101,*Req.from  23.02.25 To  27.02.25 to   Genting High,TR0000066297
0002000189,110000711.0,2025-02-19,200.0,10200010.0,A73101,*Req.from  23.02.25 To  25.02.25 to   ACAPPELLA SU,TR0000066307
0005000629,110000718.0,2025-02-20,500.0,10200007.0,A73101,*Req.from  24.02.25 To  27.02.25 to   MIRI SARAWAK,TR0000066309
0002000202,110000726.0,2025-02-20,432.0,10200001.0,A73101,*Req.from  25.02.25 To  27.02.25 to   PADANG BESAR,TR0000066311
0002000128,110000735.0,2025-02-20,700.0,10130007.0,A73101,*Req.from  24.02.25 To  27.02.25 to   Melaka & Joh,TR0000066315
0002000122,110000736.0,2025-02-20,600.0,10130007.0,A73101,"*Req.from  24.02.25 To  27.02.25 to   Melaka, Joho",TR0000066317
0008000050,110000737.0,2025-02-20,800.0,10150009.0,A73101,*Req.from  24.02.25 To  27.02.25 to   OPK CIDB TER,TR0000066319
0002000113,110000741.0,2025-02-20,500.0,10200007.0,A73101,*Req.from  24.02.25 To  27.02.25 to   CIDB MIRI SA,TR0000066321
0005000334,110000763.0,2025-02-24,-900.0,10200030.0,A73101,*Trip from 10.02.25 To  14.02.25 to   WILAYAH PERS,TR0000066333
0005000329,110000766.0,2025-02-24,-750.0,10200030.0,A73101,*Trip from 10.02.25 To  14.02.25 to   W.P Labuan,TR0000066337
0002000312,110000769.0,2025-02-24,170.0,10200010.0,A73101,*Req.from  27.02.25 To  28.02.25 to   kuala lumpur,TR0000066341
0005000467,110000781.0,2025-02-24,-600.0,10200002.0,A73101,*Trip from 17.02.25 To  20.02.25 to   CIDB Negeri,TR0000066355
0006000031,110000783.0,2025-02-24,-400.0,10120002.0,A73101,*Trip from 04.02.25 To  07.02.25 to   CIDB TERENGG,TR0000066359
0006000032,110000784.0,2025-02-24,-500.0,10120002.0,A73101,*Trip from 10.02.25 To  12.02.25 to   CIDB KUCHING,TR0000066359
0002000059,110000798.0,2025-02-24,-300.0,10130003.0,A73101,"*Trip from 17.02.25 To  19.02.25 to   ALOR SETAR,",TR0000066384
0005000335,110000800.0,2025-02-25,-1300.0,10200007.0,A73101,*Trip from 02.02.25 To  08.02.25 to   URBAN SUITES,TR0000066388
0002000111,110000808.0,2025-02-25,300.0,10130003.0,A73101,*Req.from  25.02.25 To  27.02.25 to   CIDB KEDAH,TR0000066404
0002000112,110000809.0,2025-02-25,300.0,10130003.0,A73101,*Req.from  25.02.25 To  27.02.25 to   CIDB Negeri,TR0000066406
0005000457,110000810.0,2025-02-25,-600.0,10200002.0,A73101,*Trip from 17.02.25 To  20.02.25 to   CIDB Negeri,TR0000066408
0005000533,110000834.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066432
0005000498,110000835.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066434
0005000512,110000836.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066436
0005000537,110000837.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   Lembah Klang,TR0000066438
0005000552,110000838.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066440
0005000518,110000839.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066442
0005000523,110000840.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066444
0005000577,110000841.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066446
0005000514,110000842.0,2025-02-26,-190.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066450
0005000535,110000843.0,2025-02-26,-190.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066452
0005000500,110000844.0,2025-02-26,-190.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066454
0005000519,110000845.0,2025-02-26,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066456
0005000421,110000871.0,2025-02-27,-800.0,10200006.0,A73101,*Trip from 17.02.25 To  21.02.25 to   CIDB NEGERI,TR0000066484
0005000422,110000872.0,2025-02-27,-640.0,10200006.0,A73101,*Trip from 17.02.25 To  21.02.25 to   CIDB NEGERI,TR0000066486
0005000175,110000873.0,2025-02-27,-650.0,10200005.0,A73101,*Trip from 20.01.25 To  23.01.25 to   Pahang,TR0000066488
0005000546,110000876.0,2025-02-27,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066490
0005000561,110000877.0,2025-02-27,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066492
0005000511,110000879.0,2025-02-27,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066496
0005000493,110000892.0,2025-02-27,-400.0,10200001.0,A73101,*Trip from 17.02.25 To  19.02.25 to   DAERAH KULIM,TR0000066506
0008000028,110000893.0,2025-02-27,-400.0,10150009.0,A73101,*Trip from 17.02.25 To  19.02.25 to   CIDB NEGERI,TR0000066509
0005000594,110000896.0,2025-02-27,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066515
0005000563,110000902.0,2025-02-28,-200.0,10200005.0,A73101,*Trip from 17.02.25 To  18.02.25 to   LEMBAH KLANG,TR0000066523
0002000202,110000950.0,2025-03-03,-432.0,10200001.0,A73101,*Trip from 25.02.25 To  27.02.25 to   PADANG BESAR,TR0000066565
0002000057,110001025.0,2025-03-04,-750.0,10130003.0,A73101,*Trip from 25.02.25 To  28.02.25 to   CIDB Negeri,TR0000066666
0002000062,110001030.0,2025-03-04,-850.0,10130003.0,A73101,*Trip from 25.02.25 To  28.02.25 to   CIDB NEGERI,TR0000066668
0002000061,110001033.0,2025-03-04,-769.0,10130003.0,A73101,*Trip from 25.02.25 To  28.02.25 to   CIDB Negeri,TR0000066674
0002000189,110001037.0,2025-03-04,-200.0,10200010.0,A73101,*Trip from 23.02.25 To  25.02.25 to   ACAPPELLA SU,TR0000066680
0005000556,110001045.0,2025-03-04,-500.0,10200010.0,A73101,"*Trip from 17.02.25 To  21.02.25 to   Kota Bahru,",TR0000066688
0005000557,110001046.0,2025-03-04,-500.0,10200010.0,A73101,*Trip from 17.02.25 To  21.02.25 to   KELANTAN,TR0000066688
0002000165,110001050.0,2025-03-04,-720.0,10200010.0,A73101,*Trip from 23.02.25 To  27.02.25 to   Genting High,TR0000066688
0002000312,110001051.0,2025-03-04,-170.0,10200010.0,A73101,*Trip from 27.02.25 To  28.02.25 to   kuala lumpur,TR0000066688
0005000424,110001054.0,2025-03-04,-400.0,10200020.0,A73101,*Trip from 18.02.25 To  20.02.25 to   KUCHING & SE,TR0000066690
0005000395,110001055.0,2025-03-04,-400.0,10200020.0,A73101,*Trip from 10.02.25 To  13.02.25 to   KUCHING,TR0000066692
0005000403,110001056.0,2025-03-04,-400.0,10200020.0,A73101,*Trip from 10.02.25 To  13.02.25 to   Kuching,TR0000066694
0002000122,110001060.0,2025-03-04,-600.0,10130007.0,A73101,"*Trip from 24.02.25 To  27.02.25 to   Melaka, Joho",TR0000066700
0002000075,110001061.0,2025-03-04,-400.0,10130007.0,A73101,"*Trip from 19.02.25 To  21.02.25 to   Kota Bahru,",TR0000066702
0002000128,110001062.0,2025-03-04,-700.0,10130007.0,A73101,*Trip from 24.02.25 To  27.02.25 to   Melaka & Joh,TR0000066702
0001000029,110001071.0,2025-03-04,-850.0,10110004.0,A73101,*Trip from 16.02.25 To  19.02.25 to   CIDB Swk & A,TR0000066710
0002000113,110001103.0,2025-03-05,-500.0,10200007.0,A73101,*Trip from 24.02.25 To  27.02.25 to   CIDB MIRI SA,TR0000066758
0002000442,110001107.0,2025-03-05,648.0,10200004.0,A73101,*Req.from  10.03.25 To  13.03.25 to   IBU PEJABAT,TR0000066766
0002000440,110001108.0,2025-03-05,648.0,10200004.0,A73101,*Req.from  10.03.25 To  13.03.25 to   Kuala Lumpur,TR0000066768
0005000436,110001109.0,2025-03-05,-170.0,10200004.0,A73101,*Trip from 12.02.25 To  14.02.25 to   Teluk Intan.,TR0000066770
0005000629,110001110.0,2025-03-05,-500.0,10200007.0,A73101,*Trip from 24.02.25 To  27.02.25 to   MIRI SARAWAK,TR0000066772
0002000451,110001126.0,2025-03-05,594.0,10200004.0,A73101,*Req.from  10.03.25 To  13.03.25 to   CIDB IBU PEJ,TR0000066799
0002000461,110001142.0,2025-03-06,860.0,10130007.0,A73101,"*Req.from  05.03.25 To  08.03.25 to   Qingdao, Sha",TR0000066821
0002000454,110001143.0,2025-03-06,200.0,10130003.0,A73101,*Req.from  12.03.25 To  14.03.25 to   Perak,TR0000066824
0002000446,110001145.0,2025-03-06,450.0,10130003.0,A73101,*Req.from  12.03.25 To  14.03.25 to   PEJABAT CIDB,TR0000066828
0002000431,110001146.0,2025-03-13,250.0,10130003.0,A73101,*Req.from  13.03.25 To  14.03.25 to   CIDB JOHOR,TR0000066830
0002000420,110001147.0,2025-03-06,230.0,10130003.0,A73101,*Req.from  13.03.25 To  14.03.25 to   CIDB JOHOR,TR0000066832
0002000424,110001148.0,2025-03-06,400.0,10130003.0,A73101,*Req.from  10.03.25 To  12.03.25 to   CIDB Negeri,TR0000066834
0002000419,110001150.0,2025-03-06,450.0,10130003.0,A73101,*Req.from  10.03.25 To  12.03.25 to   CIDB NEGERI,TR0000066838
0002000388,110001151.0,2025-03-06,430.0,10130003.0,A73101,*Req.from  10.03.25 To  12.03.25 to   Pejabat CIDB,TR0000066840
0005000586,110001152.0,2025-03-06,-800.0,10200004.0,A73101,*Trip from 17.02.25 To  28.02.25 to   SEKITAR NEGE,TR0000066842
0002000097,110001154.0,2025-03-06,-300.0,10200009.0,A73101,*Trip from 18.02.25 To  20.02.25 to   CIDB HQ,TR0000066846
0002000460,110001165.0,2025-03-06,590.0,10200010.0,A73101,*Req.from  10.03.25 To  13.03.25 to   CIDB HQ,TR0000066858
0002000439,110001193.0,2025-03-06,500.0,10200001.0,A73101,*Req.from  10.03.25 To  13.03.25 to   KUALA LUMPUR,TR0000066895
0005000486,110001194.0,2025-03-06,-400.0,10200001.0,A73101,*Trip from 18.02.25 To  20.02.25 to   PERAK,TR0000066897
0005000497,110001200.0,2025-03-06,-400.0,10200001.0,A73101,*Trip from 18.02.25 To  20.02.25 to   Perak,TR0000066909
